College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0010,97,8.76,8.91,10,False,9,2,4,False
CLG0043,90,6.88,6.85,3,False,5,4,3,False
CLG0018,66,7.43,7.89,4,False,3,9,4,False
CLG0067,113,7.04,6.89,9,False,2,4,5,False
CLG0059,119,8.25,8.49,5,False,0,8,1,True
CLG0076,109,6.78,6.54,4,False,10,3,4,False
CLG0099,82,9.82,9.83,6,True,10,5,3,False
CLG0023,96,9.68,9.73,1,False,10,2,2,False
CLG0086,99,9.24,9.07,10,False,2,9,3,True
CLG0075,108,9.6,9.57,1,False,0,9,1,False
CLG0046,110,7.25,7.03,5,True,3,10,4,False
CLG0049,88,7.68,7.19,5,False,3,7,4,False
CLG0023,101,8.71,8.43,9,False,10,2,4,False
CLG0012,106,8.48,8.68,1,False,0,4,1,False
CLG0029,121,9.45,9.72,3,False,6,6,5,True
CLG0089,110,8.58,8.36,3,False,4,9,3,True
CLG0088,111,9.99,9.9,4,False,0,6,4,True
CLG0059,101,6.74,6.28,7,True,4,4,2,False
CLG0053,121,9.16,8.9,7,True,6,1,5,True
CLG0068,106,8.49,8.77,10,False,5,7,2,False
CLG0063,87,8.46,8.57,5,True,9,7,0,False
CLG0029,121,6.63,6.34,9,False,4,6,2,False
CLG0003,110,8.93,8.69,7,True,7,3,0,False
CLG0095,93,9.5,9.82,2,True,8,5,4,False
CLG0089,92,6.09,5.8,3,True,0,7,1,False
CLG0037,104,8.13,7.96,7,False,5,6,1,False
CLG0063,106,6.96,7.12,5,False,1,7,1,False
CLG0023,102,9.95,10.01,7,False,7,5,4,False
CLG0049,104,7.39,7.35,9,False,4,1,4,False
CLG0086,125,6.14,6.54,9,False,0,10,3,True
CLG0093,116,6.91,6.63,3,True,4,5,5,False
CLG0100,102,8.27,8.51,8,True,9,2,2,False
CLG0077,114,5.38,5.04,6,False,4,10,4,True
CLG0003,84,8.02,8.14,4,False,1,10,2,True
CLG0022,105,9.66,10.03,4,False,3,2,1,False
CLG0036,127,9.25,9.21,4,False,5,4,2,True
CLG0010,96,5.34,5.56,7,True,0,6,3,False
CLG0009,87,9.97,10.29,6,True,10,5,1,False
CLG0056,90,8.49,8.13,2,False,8,7,2,False
CLG0055,83,5.81,6.02,5,True,6,10,3,False
CLG0019,88,5.06,5.48,5,True,5,8,5,False
CLG0072,94,5.86,5.94,6,True,0,10,2,False
CLG0033,78,9.19,8.88,7,False,7,1,3,False
CLG0020,100,5.11,4.74,8,True,7,8,2,False
CLG0094,113,6.17,5.93,10,True,3,3,1,False
CLG0035,86,8.79,8.39,8,False,3,10,1,False
CLG0031,122,7.93,7.94,5,True,0,10,0,False
CLG0083,107,8.91,8.48,2,True,8,2,3,False
CLG0050,115,8.73,8.45,10,True,7,2,2,True
CLG0046,90,5.25,5.19,8,True,9,5,5,False
CLG0078,112,9.46,9.43,6,False,6,2,2,True
CLG0010,83,6.14,6.21,3,True,1,4,2,False
CLG0067,113,7.77,7.98,4,False,6,3,4,False
CLG0034,102,8.22,7.77,1,True,3,8,3,False
CLG0051,108,5.84,5.42,3,False,2,9,2,False
CLG0092,82,9.88,9.44,4,False,10,6,0,False
CLG0083,86,7.44,7.36,2,False,9,4,1,False
CLG0039,108,5.29,4.83,6,False,3,2,4,False
CLG0090,85,9.69,9.94,8,True,9,8,4,True
CLG0068,106,7.93,7.65,6,False,5,3,1,False
CLG0012,79,8.5,8.94,10,False,6,2,5,False
CLG0026,112,7.63,7.62,3,False,1,4,5,False
CLG0071,81,9.17,9.12,9,True,6,2,4,False
CLG0067,108,5.17,5.45,4,True,9,3,0,False
CLG0090,109,6.34,6.55,6,False,1,9,0,False
CLG0002,89,7.35,7.46,4,False,10,7,1,False
CLG0012,108,5.38,5.82,4,False,1,1,3,False
CLG0059,103,8.53,8.45,2,False,0,10,5,True
CLG0032,91,6.97,7.28,10,True,10,5,4,False
CLG0051,84,6.36,6.24,2,False,6,5,2,False
CLG0011,70,5.02,5.36,2,False,0,9,5,False
CLG0032,105,8.6,8.36,2,False,2,1,2,False
CLG0064,76,9.17,8.96,8,True,10,1,0,False
CLG0045,101,6.98,7.16,10,False,7,10,3,False
CLG0079,96,7.82,7.53,4,True,0,7,3,False
CLG0054,110,6.14,5.87,4,False,5,7,5,False
CLG0006,95,8.11,7.92,10,False,1,8,4,False
CLG0026,95,5.06,5.24,10,False,8,4,5,False
CLG0008,110,7.44,7.83,3,False,1,7,4,False
CLG0008,105,8.22,8.39,5,False,5,6,1,False
CLG0038,104,9.59,9.92,4,False,3,1,0,False
CLG0008,107,6.91,6.95,7,True,8,2,1,False
CLG0017,76,8.83,8.4,10,False,0,8,1,False
CLG0083,111,7.99,7.59,7,False,0,6,3,False
CLG0003,109,9.64,9.69,6,True,9,7,4,False
CLG0041,84,6.99,6.82,7,False,2,8,2,False
CLG0073,96,6.6,6.32,7,True,10,5,1,False
CLG0053,99,9.44,9.41,8,True,5,5,0,False
CLG0097,97,5.25,5.42,1,True,2,2,1,False
CLG0096,105,5.68,5.56,3,False,6,4,2,False
CLG0096,121,5.41,5.71,3,False,8,2,2,False
CLG0070,116,9.22,9.46,5,False,9,7,0,False
CLG0062,80,5.05,5.28,10,True,1,9,5,False
CLG0053,109,9.31,9.8,7,True,3,2,2,False
CLG0059,119,7.26,7.06,10,False,2,4,2,False
CLG0093,105,5.02,5.16,6,True,5,8,5,False
CLG0081,116,7.01,7.37,4,False,4,9,2,True
CLG0083,130,5.93,6.01,6,False,2,4,1,False
CLG0095,115,8.12,8.41,7,False,8,8,0,True
CLG0083,103,8.4,8.31,4,False,7,7,1,False
CLG0023,115,7.44,7.53,8,True,2,5,5,False
CLG0047,102,5.2,4.76,5,False,9,4,0,False
CLG0035,100,8.28,8.77,3,True,4,6,2,False
CLG0014,94,9.21,9.51,2,False,4,6,2,False
CLG0065,123,8.6,8.97,1,False,4,2,4,True
CLG0097,87,9.15,9.34,4,False,7,3,2,False
CLG0049,122,6.0,5.69,2,True,2,6,0,False
CLG0036,107,9.44,8.97,3,False,2,4,3,False
CLG0001,79,6.61,6.97,1,False,7,3,0,False
CLG0084,105,5.07,4.97,6,False,8,4,2,False
CLG0022,68,9.22,8.98,4,False,4,6,2,False
CLG0035,109,9.71,9.77,5,False,9,3,3,False
CLG0003,113,8.28,8.2,8,False,7,1,2,True
CLG0012,91,6.16,6.31,4,False,4,6,4,False
CLG0037,101,6.26,6.24,6,False,3,2,3,False
CLG0058,129,7.33,7.53,3,False,1,9,1,False
CLG0077,92,9.49,9.84,8,False,10,6,5,False
CLG0012,84,5.75,5.45,3,True,3,1,4,False
CLG0002,122,9.13,8.96,7,False,1,4,0,False
CLG0084,129,6.46,6.4,7,False,6,5,5,False
CLG0065,100,9.04,9.5,3,True,6,8,5,True
CLG0058,115,9.6,9.47,3,True,8,3,4,True
CLG0060,120,7.14,7.02,10,False,3,9,4,True
CLG0041,88,6.83,6.98,10,False,4,9,2,False
CLG0035,92,9.01,8.93,8,True,10,10,1,False
CLG0088,118,7.65,8.1,3,False,3,5,3,True
CLG0090,125,8.42,8.81,2,False,3,4,5,True
CLG0011,108,8.11,8.12,5,True,4,7,4,False
CLG0052,86,5.76,5.9,7,True,2,9,5,False
CLG0052,129,9.22,8.78,8,False,8,6,2,True
CLG0062,92,5.98,6.18,1,True,6,7,4,False
CLG0063,94,9.66,9.87,2,True,0,1,1,False
CLG0015,105,6.25,6.11,7,True,0,4,3,False
CLG0070,123,8.67,8.39,9,True,0,2,2,True
CLG0040,112,6.42,6.84,3,True,2,1,4,False
CLG0009,106,6.59,6.52,8,True,8,7,1,False
CLG0070,106,6.55,6.7,10,False,7,10,0,False
CLG0017,100,8.74,8.27,3,False,8,4,0,False
CLG0023,108,7.78,7.69,4,True,4,2,1,False
CLG0058,62,9.41,9.73,2,False,6,5,5,False
CLG0095,95,6.54,6.43,9,True,9,7,3,False
CLG0080,103,8.46,8.56,5,False,8,2,4,False
CLG0051,82,8.76,8.47,5,True,4,7,4,False
CLG0057,105,5.76,5.68,4,False,7,3,1,False
CLG0086,96,7.0,7.43,5,True,7,8,4,False
CLG0016,126,7.41,7.48,1,False,2,7,3,False
CLG0045,123,6.78,7.18,10,True,4,1,1,False
CLG0061,93,6.61,7.01,10,True,7,9,5,False
CLG0012,97,8.43,8.87,6,False,9,6,0,False
CLG0073,98,6.08,6.48,4,False,2,4,0,False
CLG0006,93,8.55,8.05,4,False,2,6,2,False
CLG0004,102,9.68,10.11,5,False,5,2,5,False
CLG0081,88,7.83,7.47,1,True,6,2,5,False
CLG0074,83,8.06,7.6,4,False,6,8,0,False
CLG0035,109,5.34,4.9,10,False,5,10,4,False
CLG0047,109,9.32,9.17,3,True,6,5,3,False
CLG0085,87,6.43,6.55,5,False,6,7,3,False
CLG0019,113,8.08,7.98,10,False,3,1,2,False
CLG0027,90,9.9,9.43,5,True,7,6,5,False
CLG0011,103,7.98,7.96,8,True,7,10,4,False
CLG0070,112,8.62,8.56,1,True,1,7,5,True
CLG0059,99,7.23,7.49,3,False,9,10,1,False
CLG0041,106,5.3,5.08,5,False,4,7,2,False
CLG0043,92,8.99,8.71,3,False,1,10,4,True
CLG0028,97,5.17,4.93,6,False,2,3,1,False
CLG0063,96,8.5,8.3,10,True,2,9,0,False
CLG0067,88,5.11,5.21,3,True,4,9,0,False
CLG0045,97,9.31,9.28,6,False,7,5,1,False
CLG0024,76,5.79,5.63,8,False,2,9,2,False
CLG0077,92,7.57,7.44,4,True,6,7,1,False
CLG0064,95,7.99,7.86,8,True,4,7,5,False
CLG0079,96,7.29,7.76,7,True,9,9,4,False
CLG0073,96,6.7,6.43,4,True,9,2,5,False
CLG0039,99,7.34,7.66,3,True,9,10,5,False
CLG0099,107,6.56,6.77,5,True,3,5,1,False
CLG0045,113,7.19,6.7,5,True,1,8,4,True
CLG0061,90,6.79,7.28,7,False,5,8,4,False
CLG0082,81,7.83,8.09,1,False,3,3,0,False
CLG0043,84,6.19,6.37,9,False,3,5,4,False
CLG0067,92,9.94,9.85,2,False,4,4,3,False
CLG0092,94,7.5,7.56,9,False,8,4,5,False
CLG0080,88,5.97,5.72,9,False,0,2,0,False
CLG0042,80,7.39,6.93,3,True,4,6,5,False
CLG0041,93,9.33,9.67,7,False,4,1,0,False
CLG0047,102,5.11,5.51,3,True,1,8,1,False
CLG0043,108,8.4,8.06,8,True,2,10,4,True
CLG0023,91,7.74,8.03,8,False,3,9,5,True
CLG0032,93,5.85,6.09,3,True,0,5,1,False
CLG0074,86,9.09,8.77,5,False,9,6,4,False
CLG0057,99,6.84,6.76,7,False,2,1,0,False
CLG0038,87,6.47,6.39,1,True,0,6,3,False
CLG0077,108,9.14,9.4,3,True,0,1,5,False
CLG0015,73,8.19,8.53,1,True,8,5,0,False
CLG0028,94,9.49,9.08,2,False,3,9,2,True
CLG0013,104,8.15,8.21,7,True,3,5,1,False
CLG0035,102,8.7,8.96,7,False,3,3,3,False
CLG0002,140,9.18,9.47,3,True,10,4,1,False
CLG0061,105,5.27,4.92,6,True,8,3,4,False
CLG0065,84,8.88,8.91,6,False,10,4,1,False
CLG0041,98,8.07,8.43,2,False,7,10,0,False
CLG0096,73,5.35,5.17,9,False,3,6,0,False
CLG0094,98,7.54,7.47,8,False,5,3,1,False
CLG0086,87,5.41,5.71,2,False,1,5,4,False
CLG0004,113,8.68,8.27,4,False,5,7,4,True
CLG0053,91,7.73,8.09,9,False,0,1,3,False
CLG0088,98,9.77,9.58,4,False,4,3,0,False
CLG0014,90,5.92,5.42,7,False,7,6,1,False
CLG0017,126,8.03,7.76,5,False,0,10,3,True
CLG0014,95,6.06,5.65,10,True,10,2,2,False
CLG0041,127,8.07,7.66,6,False,1,8,3,True
CLG0062,112,8.61,8.8,1,True,2,7,5,True
CLG0052,107,8.61,8.32,4,True,6,2,2,False
CLG0027,105,9.08,9.51,5,False,7,5,2,False
CLG0085,105,9.27,9.29,6,True,3,4,3,False
CLG0040,71,5.39,5.35,6,False,7,2,0,False
CLG0035,95,6.72,6.65,5,True,0,4,3,False
CLG0090,112,8.44,8.63,3,False,2,9,3,True
CLG0095,99,7.49,7.44,2,False,3,10,5,False
CLG0059,78,5.95,5.58,7,False,4,2,0,False
CLG0097,99,7.76,8.14,1,False,10,10,0,False
CLG0049,125,7.04,6.97,5,True,8,10,5,True
CLG0063,118,6.95,6.52,4,False,1,6,0,False
CLG0011,99,9.05,9.08,7,True,6,4,0,False
CLG0080,114,7.04,7.19,2,True,2,8,5,True
CLG0006,94,5.13,4.91,8,False,9,4,0,False
CLG0098,74,5.29,5.59,9,False,1,9,5,False
CLG0041,86,9.28,9.45,10,True,8,10,0,False
CLG0032,123,9.8,9.95,1,False,2,3,3,True
CLG0021,95,8.44,8.36,5,False,7,7,5,False
CLG0093,96,6.82,7.28,4,False,0,5,1,False
CLG0075,95,9.69,9.46,5,True,4,1,1,False
CLG0057,128,8.31,8.39,9,False,4,3,1,False
CLG0005,124,9.22,9.03,3,False,5,9,3,True
CLG0091,133,8.83,9.07,1,True,6,9,0,True
CLG0028,97,6.9,6.45,3,True,2,5,2,False
CLG0095,104,7.39,6.94,4,False,4,5,0,False
CLG0075,77,5.93,6.24,2,False,7,4,4,False
CLG0077,122,6.46,6.39,1,False,5,4,0,False
CLG0070,82,8.89,8.73,1,False,1,4,5,False
CLG0027,103,9.47,9.58,8,False,6,2,5,False
CLG0094,83,8.62,8.82,4,False,2,7,1,False
CLG0053,91,7.33,7.03,2,False,9,3,0,False
CLG0048,87,5.43,5.12,10,True,8,1,0,False
CLG0083,90,5.28,5.74,3,True,3,10,5,False
CLG0078,91,6.87,6.96,8,False,10,3,4,False
CLG0058,91,7.32,7.21,6,False,3,9,2,False
CLG0009,112,8.05,8.35,8,False,3,9,2,True
CLG0055,83,5.03,5.06,10,False,9,10,1,False
CLG0045,103,9.95,9.69,5,True,9,7,5,False
CLG0028,118,6.82,6.53,3,True,7,1,2,False
CLG0028,92,9.24,9.14,6,False,0,6,1,False
CLG0046,89,7.67,8.03,10,True,2,10,3,True
CLG0025,96,5.65,5.21,8,False,7,1,4,False
CLG0026,117,8.99,8.71,5,False,6,2,0,False
CLG0062,102,8.55,8.94,5,True,5,3,4,False
CLG0068,92,7.64,7.26,3,True,6,6,2,False
CLG0067,107,7.57,7.7,3,False,0,7,5,False
CLG0034,83,5.44,5.15,8,True,7,8,0,False
CLG0021,110,8.28,8.39,1,False,3,9,4,True
CLG0081,106,9.56,9.44,4,False,0,7,4,False
CLG0034,95,5.47,5.07,9,True,3,6,5,False
CLG0044,87,6.32,6.4,6,False,1,5,5,False
CLG0076,86,9.51,9.69,6,False,4,10,1,False
CLG0089,108,6.42,6.6,10,False,0,2,5,False
CLG0021,118,8.27,8.41,7,False,0,8,5,True
CLG0018,90,7.67,7.67,7,True,4,5,5,False
CLG0036,106,7.98,8.0,6,False,1,10,3,False
CLG0070,68,7.08,7.22,9,True,8,2,4,False
CLG0084,91,6.5,6.69,8,False,9,3,5,False
CLG0053,99,5.24,5.39,8,True,6,10,0,False
CLG0020,86,8.72,8.81,2,True,3,10,3,True
CLG0096,85,8.73,8.39,7,False,6,7,3,False
CLG0095,89,8.35,8.06,1,True,7,10,5,True
CLG0084,104,8.22,7.98,10,False,7,8,0,False
CLG0094,97,6.22,6.64,8,False,7,5,3,False
CLG0003,66,5.11,5.37,3,False,4,10,2,False
CLG0084,68,9.04,9.09,9,False,6,8,3,True
CLG0008,90,7.46,7.21,5,True,10,10,1,False
CLG0085,106,6.53,6.14,7,False,6,10,3,False
CLG0048,58,5.51,5.91,7,False,1,6,4,False
CLG0023,92,5.31,5.7,9,True,2,2,5,False
CLG0001,92,6.74,6.35,2,True,10,2,3,False
CLG0002,120,9.02,9.32,4,False,1,8,1,True
CLG0074,94,9.59,9.54,8,True,2,4,1,False
CLG0037,105,9.48,9.3,5,False,8,8,5,True
CLG0094,102,9.6,9.84,5,True,6,9,3,True
CLG0051,68,9.54,9.65,3,False,3,6,2,False
CLG0044,111,7.64,7.92,5,True,7,9,3,True
CLG0024,103,6.1,5.67,7,False,6,6,0,False
CLG0032,107,8.99,8.81,4,True,9,3,1,False
CLG0056,158,6.07,5.89,8,False,5,8,3,True
CLG0050,68,6.34,6.17,6,True,3,1,2,False
CLG0064,125,6.17,6.17,6,False,4,6,2,False
CLG0030,95,7.57,7.35,6,True,9,3,2,False
CLG0038,104,6.61,6.55,4,False,7,10,4,False
CLG0078,99,5.77,5.64,3,False,2,10,4,False
CLG0055,93,7.27,7.51,10,True,10,3,4,False
CLG0003,91,9.37,9.47,6,True,2,9,5,True
CLG0025,104,7.85,8.0,6,False,4,7,0,False
CLG0045,77,9.39,9.1,2,True,8,2,0,False
CLG0062,111,5.98,5.81,10,False,4,6,5,False
CLG0007,93,5.83,5.35,9,False,0,4,3,False
CLG0081,83,7.88,7.49,4,True,4,10,4,False
CLG0027,93,7.32,7.09,4,False,8,7,4,False
CLG0023,118,8.3,7.87,10,True,6,4,0,False
CLG0032,91,8.97,9.07,8,False,8,7,2,False
CLG0002,105,8.76,9.26,3,False,9,6,2,False
CLG0075,89,9.71,9.31,10,True,9,8,5,True
CLG0034,111,6.99,7.31,7,True,4,7,5,False
CLG0052,110,6.03,5.65,7,False,2,9,5,False
CLG0061,127,7.75,7.92,2,False,1,4,1,False
CLG0034,97,5.55,5.69,3,True,8,9,5,False
CLG0007,110,6.44,6.84,4,True,4,5,3,False
CLG0010,101,6.04,5.65,2,True,10,9,3,False
CLG0089,119,6.98,6.8,9,False,0,4,4,False
CLG0002,89,5.56,5.15,10,True,1,3,0,False
CLG0030,111,5.16,5.07,6,False,1,7,3,False
CLG0081,97,8.28,8.69,1,True,3,4,2,False
CLG0029,99,8.05,8.33,1,False,5,5,0,False
CLG0082,101,8.54,8.76,8,True,7,3,4,False
CLG0060,103,8.3,8.33,6,True,2,6,5,False
CLG0099,98,5.57,5.95,10,False,9,4,4,False
CLG0017,103,6.46,6.41,7,True,9,1,3,False
CLG0056,123,5.65,5.3,6,True,5,2,3,False
CLG0086,114,9.21,9.55,2,False,3,8,5,True
CLG0051,113,8.73,8.51,3,True,7,4,1,False
CLG0025,93,6.01,5.56,8,True,8,10,5,False
CLG0084,86,6.71,6.34,4,True,8,2,5,False
CLG0016,114,9.83,9.94,8,False,5,4,3,True
CLG0025,113,7.97,8.08,3,True,1,7,3,True
CLG0015,122,9.01,8.77,2,True,1,2,2,True
CLG0079,90,6.32,6.55,7,True,9,6,2,False
CLG0057,96,6.05,6.32,1,False,8,1,0,False
CLG0015,75,8.92,9.34,3,False,4,3,3,False
CLG0056,94,8.43,8.51,2,False,6,9,3,True
CLG0082,114,8.4,8.68,5,False,5,5,4,True
CLG0037,93,7.76,8.01,2,False,8,8,2,True
CLG0065,109,7.82,7.58,10,False,4,1,4,False
CLG0033,97,8.68,8.49,5,False,7,4,3,False
CLG0003,104,6.35,6.33,3,True,3,3,2,False
CLG0049,82,6.76,6.28,9,True,6,10,3,False
CLG0022,101,9.36,9.16,10,False,8,9,1,False
CLG0054,55,6.54,6.51,9,True,1,7,5,False
CLG0021,97,7.73,7.34,8,False,8,3,4,False
CLG0027,75,8.51,8.14,5,False,7,1,2,False
CLG0004,118,10.0,9.96,10,True,9,5,2,True
CLG0099,111,7.18,7.41,7,False,0,10,3,True
CLG0001,107,7.14,7.47,2,False,9,3,3,False
CLG0004,122,9.21,9.26,3,True,6,2,0,False
CLG0055,85,9.03,9.0,2,False,4,3,0,False
CLG0024,126,8.66,8.54,10,False,4,5,4,True
CLG0029,113,7.32,7.01,1,False,6,5,2,False
CLG0022,96,6.62,6.27,3,False,10,10,3,False
CLG0023,117,8.04,8.33,4,False,9,8,4,True
CLG0085,83,9.38,9.35,9,False,3,4,2,False
CLG0078,87,9.42,9.71,2,False,0,2,3,False
CLG0008,90,5.54,5.74,9,True,5,8,0,False
CLG0058,92,7.14,6.83,1,True,0,8,2,False
CLG0080,84,7.32,7.33,9,False,10,10,3,False
CLG0099,118,9.89,9.83,6,False,0,8,4,True
CLG0088,96,8.39,8.31,8,False,7,1,4,False
CLG0059,105,7.04,7.08,3,False,3,9,1,False
CLG0090,91,5.13,5.61,8,False,4,4,2,False
CLG0007,72,7.83,8.14,9,True,9,4,4,False
CLG0025,104,5.48,5.88,7,False,9,8,2,False
CLG0045,71,9.17,8.7,4,False,0,8,4,True
CLG0090,98,8.76,8.4,6,True,9,6,2,False
CLG0026,79,7.3,6.88,6,True,6,4,2,False
CLG0030,129,7.15,6.91,2,False,10,3,2,False
CLG0066,113,9.49,9.43,2,True,1,5,1,False
CLG0053,101,6.44,6.58,5,False,5,8,0,False
CLG0073,118,6.25,6.25,1,False,8,7,5,False
CLG0039,87,9.7,10.1,5,True,1,8,2,True
CLG0011,108,9.05,9.49,10,True,5,1,0,False
CLG0079,102,9.1,8.76,3,False,4,4,5,False
CLG0012,103,5.98,6.33,3,True,1,9,0,False
CLG0099,119,5.72,5.7,8,True,8,6,0,False
CLG0050,110,5.13,5.08,3,True,1,10,4,False
CLG0056,104,6.19,6.47,3,True,0,8,3,False
CLG0040,75,8.87,8.46,1,False,8,8,5,True
CLG0016,85,6.2,6.58,8,False,8,5,0,False
CLG0049,98,8.65,8.82,10,True,8,8,2,True
CLG0032,101,6.26,6.64,10,False,7,4,3,False
CLG0082,83,6.98,7.47,6,True,3,6,4,False
CLG0045,136,9.92,9.94,8,False,8,7,1,False
CLG0085,122,6.22,5.81,3,False,1,6,0,False
CLG0080,109,6.88,6.55,6,True,0,6,0,False
CLG0071,101,6.51,6.33,2,True,9,8,4,False
CLG0005,96,5.55,5.15,3,False,6,5,2,False
CLG0044,85,7.45,7.77,4,False,5,8,5,False
CLG0041,101,6.89,6.69,9,False,2,9,5,False
CLG0097,103,8.47,8.95,4,False,1,4,5,False
CLG0095,81,9.09,9.29,7,False,7,3,2,False
CLG0085,105,7.72,7.39,8,True,3,5,3,False
CLG0067,97,5.16,5.14,5,False,5,10,3,False
CLG0074,71,8.09,8.06,2,False,3,10,2,True
CLG0075,87,5.28,5.27,8,False,10,5,1,False
CLG0022,93,8.08,8.12,5,True,8,7,2,False
CLG0017,128,8.43,7.96,5,False,4,3,1,False
CLG0089,108,5.99,6.18,7,False,5,10,4,False
CLG0092,79,9.1,9.09,6,False,8,9,5,True
CLG0050,107,9.56,9.85,3,False,5,6,1,False
CLG0084,76,9.07,9.39,7,False,1,10,5,True
CLG0094,116,6.53,6.26,1,False,10,9,4,True
CLG0031,92,7.93,7.48,4,True,0,1,5,False
CLG0013,98,9.57,9.77,4,False,8,2,5,False
CLG0074,119,6.6,7.08,6,False,1,10,0,False
CLG0051,80,9.1,9.05,6,False,1,2,2,False
CLG0033,79,5.05,4.81,10,True,3,8,3,False
CLG0020,91,5.02,4.68,8,True,9,4,0,False
CLG0048,115,8.8,8.59,1,False,9,7,3,True
CLG0078,77,8.81,8.64,7,False,2,4,1,False
CLG0072,57,8.94,8.86,4,False,6,4,2,False
CLG0072,93,9.65,9.81,6,False,6,8,2,True
CLG0092,108,5.59,5.36,10,True,2,10,2,False
CLG0074,118,6.16,5.71,9,False,2,4,0,False
CLG0014,93,9.52,9.39,3,False,8,3,4,False
CLG0062,93,5.89,6.25,8,False,6,10,1,False
CLG0051,117,8.41,8.41,3,True,2,9,0,True
CLG0078,71,7.65,8.11,6,False,2,3,0,False
CLG0070,94,5.42,5.42,2,True,2,5,4,False
CLG0098,102,6.43,6.21,9,True,8,1,3,False
CLG0081,106,7.6,7.29,2,False,7,9,3,False
CLG0021,92,9.26,9.45,5,False,6,6,2,False
CLG0092,100,8.54,8.58,6,False,7,5,0,False
CLG0038,62,8.11,8.21,4,False,0,4,4,False
CLG0015,90,7.48,7.74,7,False,8,8,4,False
CLG0036,106,6.49,6.72,7,True,4,2,3,False
CLG0100,85,5.6,5.14,7,False,4,10,4,False
CLG0009,100,7.05,7.35,7,True,4,5,3,False
CLG0099,106,5.14,5.17,10,True,8,8,3,False
CLG0059,94,6.06,5.95,10,True,4,1,5,False
CLG0082,102,7.16,7.2,9,False,1,3,0,False
CLG0054,85,7.09,7.2,2,True,5,7,5,False
CLG0017,96,5.22,4.87,5,True,6,10,1,False
CLG0082,109,7.95,7.87,10,False,10,5,5,False
CLG0004,102,7.75,7.59,9,True,6,10,2,False
CLG0084,91,5.39,5.24,2,True,6,9,1,False
CLG0013,103,9.72,9.31,3,True,10,1,4,False
CLG0075,110,5.5,5.16,7,False,1,7,5,False
CLG0043,69,9.27,8.93,9,False,5,10,1,False
CLG0097,117,5.0,4.87,3,True,8,6,1,False
CLG0092,94,9.41,9.8,10,False,0,10,3,True
CLG0008,106,5.1,4.81,8,False,2,4,0,False
CLG0020,117,8.79,8.71,8,True,5,10,4,True
CLG0082,79,6.81,6.62,4,False,6,10,2,False
CLG0071,89,8.69,8.98,6,False,1,6,3,False
CLG0061,95,7.01,6.56,8,True,9,10,2,False
CLG0044,88,5.35,5.05,9,True,7,9,0,False
CLG0097,126,8.84,8.55,2,False,10,9,1,True
CLG0051,87,5.36,5.85,1,True,5,2,5,False
CLG0058,91,9.61,9.68,5,True,8,9,1,False
CLG0075,103,5.25,4.89,10,False,8,2,0,False
CLG0030,81,7.4,7.17,3,True,8,6,4,False
CLG0099,94,8.62,8.29,6,False,8,7,3,False
CLG0084,104,6.97,6.59,1,True,1,9,1,False
CLG0010,95,6.09,6.39,4,True,9,6,5,False
CLG0094,98,8.8,8.8,6,False,9,8,0,False
CLG0018,92,8.92,9.05,2,False,6,10,3,True
CLG0025,77,9.61,9.44,8,False,4,3,3,False
CLG0096,104,6.88,6.93,4,False,8,10,0,False
CLG0034,126,7.53,7.29,2,False,0,6,1,False
CLG0044,100,6.82,6.63,1,False,9,2,4,False
CLG0039,103,6.29,6.44,8,False,6,1,1,False
CLG0095,110,8.76,8.41,10,True,9,6,1,False
CLG0092,80,6.7,6.82,1,False,4,3,1,False
CLG0090,125,7.14,7.49,7,False,10,5,5,False
CLG0068,103,7.02,6.64,7,True,8,6,1,False
CLG0043,124,8.56,8.96,6,True,6,10,5,True
CLG0020,89,9.59,9.17,8,False,3,6,5,False
CLG0072,127,8.33,8.18,10,False,10,10,2,True
CLG0002,111,7.36,7.47,1,True,7,7,0,False
CLG0027,108,8.9,8.96,1,False,8,7,4,False
CLG0034,103,8.2,7.8,1,False,8,6,5,False
CLG0055,96,5.3,5.6,6,True,9,1,4,False
CLG0036,118,5.48,5.95,7,True,3,8,2,True
CLG0085,102,5.19,4.87,10,False,5,10,4,False
CLG0072,70,7.28,7.68,9,True,3,4,2,False
CLG0087,83,9.13,9.19,10,True,0,1,2,False
CLG0072,97,6.57,7.01,5,True,5,10,5,False
CLG0069,104,6.92,6.6,1,False,7,2,4,False
CLG0065,99,9.55,9.84,9,True,5,3,4,False
CLG0085,118,9.18,8.74,5,True,2,6,1,False
CLG0044,70,8.33,8.71,6,True,7,2,5,False
CLG0043,102,6.33,6.5,9,True,9,2,2,False
CLG0074,72,5.59,5.46,2,True,8,6,3,False
CLG0066,111,5.08,4.77,3,True,0,4,0,False
CLG0021,98,5.54,5.86,7,True,10,5,1,False
CLG0061,106,6.46,6.56,3,True,10,8,5,False
CLG0013,87,7.76,7.62,2,True,5,3,2,False
CLG0028,119,5.32,5.26,7,False,9,5,5,False
CLG0030,115,5.68,6.01,8,False,7,1,1,False
CLG0082,108,5.91,5.75,9,False,1,10,1,False
CLG0002,98,8.16,7.75,2,False,3,4,5,False
CLG0058,108,8.08,8.49,2,False,0,5,5,False
CLG0083,89,7.75,7.64,7,True,3,4,0,False
CLG0021,112,6.25,6.1,4,False,1,9,4,True
